CURRENTOPERATORNAME,WELL COUNT,CURRENTOPERATORCODE,CURRENTOPERATORCODE,OperatorShort,OperatorAlias,OperatorTicker,CompanyType,Merged,Notes
MOORE & LAWRY FLOUR CO,1,470014,470014,,,,,,
HALES WAYNE,1,407477,407477,,,,,,
MILLER W F,1,469160,469160,,,,,,
BROWN V,1,243914,243914,,,,,,
SCHOONHIEGHT H R BROS,1,425355,425355,,,,,,
VENIS OIL,1,224925,224925,,,,,,
OSBORN W C,1,474138,474138,,,,,,
CONRAD EXPLORATION,1,251554,251554,,,,,,
MINERAL CORP OF AMERICA,1,119935,119935,,,,,,
MURRAY WW-HEAD JC,1,471176,471176,,,,,,
KRCHNAK JOE,1,460606,460606,,,,,,
SHAFFER O&R LAIRD,1,426204,426204,,,,,,
SMITH J,1,191253,191253,,,,,,
PETIT OIL COMPANY,1,151402,151402,,,,,,
ARMSTRONG JOHN S,1,42550,42550,,,,,,
FUGATE TODD A,1,12069,12069,,,,,,
ALLEN & RICHARDSON,1,58309,58309,,,,,,
P C PETROLEUM INCORPORATED,1,84956,84956,,,,,,
HOPKINS ETAL,1,198910,198910,,,,,,
DUNCAN H M JR,1,81147,81147,,,,,,
RODEMAN H C,1,173929,173929,,,,,,
SELKO OIL COMPANY,1,30253,30253,,,,,,
GILLOCH F G,1,447661,447661,,,,,,
MCDONALD M L,1,466986,466986,,,,,,
BOLES G,1,242297,242297,,,,,,
TARGA MIDSTREAM SERVICES LP,1,220355,220355,,,,,,
BLISSIT R J,1,241919,241919,,,,,,
KNIGHT I H,1,460331,460331,,,,,,
MO-BILL OIL & GAS COMPANY,1,84240,84240,,,,,,
PRUDHOMME GILBERT,1,103932,103932,,,,,,
SMITH JERRY F,1,32050,32050,,,,,,
STEINBERGER & INCAS,1,429855,429855,,,,,,
MILK RV PETROLEUM,1,468964,468964,,,,,,
DYKES DRILLING & TEXAS GAS EXPL,1,273074,273074,,,,,,
SEARCHLIGHT OIL,1,425731,425731,,,,,,
BAKER FRANK & ESTATE,1,237715,237715,,,,,,
HUFF OIL & GAS LLC,1,233218,233218,,,,,,
PEFFLEY C F ETAL,1,701849,701849,,,,,,
GOLBE RALPH,1,448021,448021,,,,,,
JEREMIAH CORPORATION,1,174398,174398,,,,,,
MILLER A E JR,1,166290,166290,,,,,,
PHILLIPS BJ,1,414606,414606,,,,,,
MIDPAR LTD PARTNERSHIP,1,174939,174939,,,,,,
SARRELLS J W ETAL,1,424894,424894,,,,,,
GOTEBO OIL & RATCLIFF,1,448340,448340,,,,,,
WESTERN GAS & DEV,1,421433,421433,,,,,,
PAXTON JOHN L,1,201756,201756,,,,,,
TEXAS CITY OIL CORPORATION,1,87683,87683,,,,,,
COAL CREEK PETROLEUM,1,249522,249522,,,,,,
BRUNNER W R,1,104938,104938,,,,,,
CROSBY & BESTAL,1,251976,251976,,,,,,
VITOL INCORPORATED,1,233498,233498,,,,,,
PALEO OIL,1,197417,197417,,,,,,
LOVELL DRLG,1,464037,464037,,,,,,
WINGATE ZORA,1,52055,52055,,,,,,
SAMPLE ESTATE,1,424597,424597,,,,,,
PLOYAR EARL,1,415182,415182,,,,,,
UTAH SOLENA OIL ETAL,1,453250,453250,,,,,,
FRAZIER CHAS W,1,456024,456024,,,,,,
VENTANA EXPLORATION INCORPORATED,1,135352,135352,,,,,,
BOLEY HAZEN & SEARS,1,242283,242283,,,,,,
RIDDLE WILLIAM,1,119838,119838,,,,,,
WILLIS & TOWER,1,422585,422585,,,,,,
GRAY B & GRAY,1,448743,448743,,,,,,
COKER W P,1,249869,249869,,,,,,
HUDSON T C DRLG,1,412697,412697,,,,,,
BATES F J,1,239019,239019,,,,,,
RANDALL & ASSOC,1,119067,119067,,,,,,
BROGAN & BLECHER,1,244004,244004,,,,,,
SKELLY OIL & GINTHER,1,707678,707678,,,,,,
CARRIBEAN OIL COMPANY,1,159351,159351,,,,,,
LARKINS R C,1,46883,46883,,,,,,
4W RANCH,1,171658,171658,,,,,,
ALL IN ENERGY PRODUCTION LLP,1,228144,228144,,,,,,
HAMILTON H ETAL,1,407767,407767,,,,,,
ROSE ALTAMONT OIL,1,418994,418994,,,,,,
TINKER & LANGHAM,1,451820,451820,,,,,,
RAMONA O&G,1,416726,416726,,,,,,
GAY-HERINGER,1,447043,447043,,,,,,
KINGERY & HILL,1,459777,459777,,,,,,
SAGE DRLG,1,714851,714851,,,,,,
BIGLER W N,1,241177,241177,,,,,,
CAFFREY E T & TR/CORNELS,1,159060,159060,,,,,,
BURKS BURNS & GAY,1,245797,245797,,,,,,
BURLEX PETROLEUM INCORPORATED,1,59554,59554,,,,,,
LATHAM LE&JT,1,461864,461864,,,,,,
FIKES & BRAMMER & KLATT,1,161848,161848,,,,,,
PIONEER OIL IL,1,715409,715409,,,,,,
FRANK BEU OIL,1,277461,277461,,,,,,
FOUNDRY NEENAH,1,277053,277053,,,,,,
BRETZKE OTTO,1,59342,59342,,,,,,
TRADE OIL & CONTRACTING,1,452182,452182,,,,,,
LAYNE-DAUGHTRY-OKEY,1,462121,462121,,,,,,
KEYLON ET AL,1,459348,459348,,,,,,
MERRISONG WISE,1,468374,468374,,,,,,
ROBERT G D,1,418421,418421,,,,,,
ELLIOTT L E,1,275138,275138,,,,,,
LUDEAU ETAL,1,464279,464279,,,,,,
HILL SUPPLY,1,45946,45946,,,,,,
WERNER-GIBRALTAR,1,421239,421239,,,,,,
PENN OIL ETL-SE OIL PRO,1,413830,413830,,,,,,
PERSKY I,1,85252,85252,,,,,,
WOOD J O,1,423364,423364,,,,,,
MURPHY-LAMB OIL,1,471116,471116,,,,,,
AARON T & TRIPLE L OIL COMPANY,1,195653,195653,,,,,,
INDIANA ALLIED OIL & GAS,1,110457,110457,,,,,,
MEDLIN JAMES E,1,115535,115535,,,,,,
THORPE BLAIR,1,451614,451614,,,,,,
GALT PETROLEUM INCORPORATED,1,243265,243265,,,,,,
LEATHER NECK OILFIELD SERVICE INC,1,241213,241213,,,,,,
WEST TEXAS CHAPARRAL PIPELINE,1,35899,35899,,,,,,
ALEXANDER MARVIN,1,135909,135909,,,,,,
O LEARY JOHN C,1,24478,24478,,,,,,
PETROLSIL EXPL,1,721997,721997,,,,,,
AINSY ETAL,1,232824,232824,,,,,,
COOLIDGE TIMOTHY J,1,195452,195452,,,,,,
G K CORPORATION,1,193892,193892,,,,,,
BLUE RIBBON OIL & GAS,1,242008,242008,,,,,,
SMITH FRANKLIN,1,71923,71923,,,,,,
FORGERON ETAL,1,455464,455464,,,,,,
SAMEDAN & SINCLAIR O&G,1,424578,424578,,,,,,
WOOD & WARDEN,1,52119,52119,,,,,,
GOLDEN OILFIELD OPERATIONS,1,270349,270349,,,,,,
KING-FRANKLIN,1,459753,459753,,,,,,
REESE & VAN DYKE,1,417371,417371,,,,,,
HEWITT & DEAN BROS,1,410539,410539,,,,,,
BRADON,1,242827,242827,,,,,,
BREEN & MCKINNEY,1,276285,276285,,,,,,
CSA EXPLORATION COMPANY,1,7929,7929,,,,,,
RESOURCE DEVELOPMENT INCORPORATED,1,123731,123731,,,,,,
WASSMAN L,1,420564,420564,,,,,,
APPLEGATE ED,1,235748,235748,,,,,,
MORAN-GC LSE HOLDS,1,705880,705880,,,,,,
REA-CAL-MON-MACDONALD,1,417070,417070,,,,,,
CHANEY ESSIE ESTATE,1,6161,6161,,,,,,
ATASCOSA SWD LP,1,249957,249957,,,,,,
THOMAS JEFFERY,1,145212,145212,,,,,,
WYNNE J C & UNION OIL,1,423803,423803,,,,,,
WALDROP A E ETAL,1,420132,420132,,,,,,
ANDERSON & LOOMIS,1,234533,234533,,,,,,
HOME OIL & GAS ETAL,1,241775,241775,,,,,,
VIEL J W ETAL,1,453824,453824,,,,,,
DUNLAP JR W C,1,273618,273618,,,,,,
RUSSELVILLE O&G,1,419697,419697,,,,,,
PRICE DUAME,1,85574,85574,,,,,,
ACCO MARMIK & COLORADO,1,195746,195746,,,,,,
GUINN J E,1,175849,175849,,,,,,
BERRY BROTHERS & DETRICK H C,1,157999,157999,,,,,,
BROCKMAN E M,1,43356,43356,,,,,,
KENTUCKY DRILLING,1,109207,109207,,,,,,
TONKAWA O&G,1,452047,452047,,,,,,
HINSDALE LIVESTOCK,1,118228,118228,,,,,,
CARDIN GRANT,1,246869,246869,,,,,,
YEAGER HENRY ESTATE OF,1,37112,37112,,,,,,
H U B OIL,1,407206,407206,,,,,,
OSAGE OWEN O&G,1,474119,474119,,,,,,
SMITH C JR,1,427995,427995,,,,,,
DEVILLIERS W R,1,160982,160982,,,,,,
IRWIN J M,1,164319,164319,,,,,,
TEX INCORPORATED & WEINER GWEN,1,226505,226505,,,,,,
E L & K DRILLING,1,273142,273142,,,,,,
HARGRAVES ELSTON,1,45669,45669,,,,,,
GOETZ HAYES ETAL,1,447972,447972,,,,,,
CHRONISTER & EDWARDS,1,248563,248563,,,,,,
REID ETAL,1,417471,417471,,,,,,
GENERAL TRADING COMPANY,1,56888,56888,,,,,,
HILL WILLIAM H,1,125967,125967,,,,,,
HERMAN & ENGLER OIL COMPANY,1,163750,163750,,,,,,
AAGAARD ELMER K,1,102491,102491,,,,,,
NEWMAN BROS & JJ DEANER,1,472330,472330,,,,,,
GEOFFREY L E,1,447221,447221,,,,,,
LFT OPERATING ACCT,1,463087,463087,,,,,,
GALVAN OIL,1,446626,446626,,,,,,
LUCKETT-NIXON,1,464258,464258,,,,,,
HOMA ALLEN OIL COMPANY,1,163975,163975,,,,,,
JACKSON J C,1,192546,192546,,,,,,
HOSE RAY ETAL,1,412245,412245,,,,,,
CROWLEY E F,1,44122,44122,,,,,,
RABOURN S T,1,416575,416575,,,,,,
GAULT ROGER L,1,447008,447008,,,,,,
WYTEX SERVICE & LADMER,1,218033,218033,,,,,,
STANS SERVICES,1,134371,134371,,,,,,
GRADY OIL COMPANY,1,73363,73363,,,,,,
QUEALY M K,1,416365,416365,,,,,,
T N BERRY & CO & EASON,1,450211,450211,,,,,,
TIPPS E J,1,180085,180085,,,,,,
FITZGERALD GUY TRUSTEE,1,276711,276711,,,,,,
PALEO OIL & FLOURNOY DRILLING,1,201117,201117,,,,,,
DRYES CORNER LLC,1,228452,228452,,,,,,
VALERIUS OIL & GAS,1,204267,204267,,,,,,
TOLBERT GEORGE,1,145290,145290,,,,,,
SMITH & BREWER DRLG,1,427854,427854,,,,,,
PANCOAST & BUCKTHAL,1,201194,201194,,,,,,
TULSA CORPORATION,1,34321,34321,,,,,,
HUGHES L-ROLLINS J,1,412846,412846,,,,,,
BRADEN DEEN,1,193890,193890,,,,,,
MORLAND OIL ETAL,1,470364,470364,,,,,,
LONG IRA,1,165527,165527,,,,,,
HADLEY & PRUETT,1,407275,407275,,,,,,
GRAMER D H,1,448574,448574,,,,,,
COLLINS S E & ALLEN S H,1,249783,249783,,,,,,
PATTEN C V,1,201608,201608,,,,,,
DYE & TOMLINSON,1,273019,273019,,,,,,
HUMPHREYS E F,1,413044,413044,,,,,,
COPPAGE & SCOTT,1,250676,250676,,,,,,
COLORADO CORPORATION,1,76244,76244,,,,,,
AMER CRYSTAL SUGAR CO,1,233209,233209,,,,,,
TEATER C W,1,169329,169329,,,,,,
JAMES S M,1,183120,183120,,,,,,
MCDONALD & AUSTIN,1,466957,466957,,,,,,
STRUZIER MARSHALL,1,431011,431011,,,,,,
WILLINGHAM BILL,1,110259,110259,,,,,,
ONEIL J T O ETAL,1,473961,473961,,,,,,
HENRY WINSTON P ETAL,1,410204,410204,,,,,,
HONTON ETAL,1,411980,411980,,,,,,
MARTIN E J & KAY,1,165820,165820,,,,,,
HAMMONDS M S,1,407891,407891,,,,,,
STRAIGHT EIGHT OIL,1,430738,430738,,,,,,
TEKO DRILLING,1,169337,169337,,,,,,
BINNEY & SMITH INC,1,105216,105216,,,,,,
ALLEN & K T OIL,1,232939,232939,,,,,,
BOHNER CLIDE,1,158269,158269,,,,,,
SUNTIDE & SINCLAIR,1,719117,719117,,,,,,
LEE KENNETH B,1,46951,46951,,,,,,
BRADLEY C V,1,243138,243138,,,,,,
WELTHA O&G,1,421154,421154,,,,,,
CHAMBERS JAMES F,1,103445,103445,,,,,,
VIERSEN & SESSIONS,1,453827,453827,,,,,,
RAMFO OIL PROD CO,1,416719,416719,,,,,,
HEAD H S,1,409572,409572,,,,,,
LUCKY 5 OIL,1,464261,464261,,,,,,
ALEXANDER ROBERT J,1,232855,232855,,,,,,
CHEALEY,1,247977,247977,,,,,,
EL REGALO OPERATING COMPANY INCORPORATED,1,141399,141399,,,,,,
BLACKBURN W H JR,1,59092,59092,,,,,,
BURWOOD,1,244631,244631,,,,,,
CRIBBS EXPLORATION,1,113659,113659,,,,,,
FANT CITY OIL,1,276243,276243,,,,,,
COAST OIL CORPORATION,1,80594,80594,,,,,,
HAWKINS PETROLEUM INCORPORATED,1,142086,142086,,,,,,
SIMPSON W F ETAL,1,427359,427359,,,,,,
ANSCHUTZ & FARAN DEVELOPMENT,1,218708,218708,,,,,,
LANDERS PHILLIP E,1,19392,19392,,,,,,
HELTON R H,1,409981,409981,,,,,,
SCI EXPLORATION INCORPORATED,1,76862,76862,,,,,,
GURLEY & CULLISON,1,449615,449615,,,,,,
PHIL CORNELL ETAL,1,414543,414543,,,,,,
CRAFT R C,1,251639,251639,,,,,,
CROCKETT,1,252464,252464,,,,,,
DICK-DON OIL,1,115949,115949,,,,,,
NUNN-SANDERS,1,473223,473223,,,,,,
WEAVER & SAVAGE,1,241815,241815,,,,,,
HOOVER M C & ANDERSON &,1,412072,412072,,,,,,
SABER REFINING COMPANY,1,86373,86373,,,,,,
HARPER L H J,1,408493,408493,,,,,,
HAGENBARTH,1,407327,407327,,,,,,
JEWETT R L,1,457316,457316,,,,,,
LIFE STATE PET,1,463177,463177,,,,,,
HINER & CLARK,1,411090,411090,,,,,,
JACKSON PEARL D,1,456805,456805,,,,,,
BRANSCUM & BELL ENGR COMPANY,1,158495,158495,,,,,,
DIRKS WAYNE D,1,9259,9259,,,,,,
COLONIAL OIL & GAS,1,105296,105296,,,,,,
BOARDMAN A & GIBSON J W,1,140497,140497,,,,,,
MCCLELLAN M H,1,466618,466618,,,,,,
SANDBURG PETROLEUM,1,424702,424702,,,,,,
ANDERSON J M & MOORE J RB,1,235098,235098,,,,,,
TEX-KAN OIL COMPANY,1,51052,51052,,,,,,
STATES EXPLORATION INCORPORATED,1,75277,75277,,,,,,
COPPLE LESTER,1,250706,250706,,,,,,
CROWLEY PETROLEUM,1,160422,160422,,,,,,
GLADE N W-GEAR DRLG,1,709816,709816,,,,,,
CAULKINS,1,702459,702459,,,,,,
GREGG ROYALTY,1,121324,121324,,,,,,
NYANZA REFINING,1,473245,473245,,,,,,
GAY A A,1,447031,447031,,,,,,
COLUMBUS-BERNARDO O,1,404499,404499,,,,,,
GRUSS & MODEL,1,162990,162990,,,,,,
MCCABE J S,1,466433,466433,,,,,,
DAVIS & MCDONALD,1,160708,160708,,,,,,
MUNDAY OIL CO,1,470963,470963,,,,,,
DWIGHT BUDDY,1,272986,272986,,,,,,
MITCHELL & KILBOURN,1,469520,469520,,,,,,
FREMONT VALLEY LANDS,1,204344,204344,,,,,,
CRAWFORD C M JR & BARRETT,1,251942,251942,,,,,,
MARTIN GLEN A-HORN L B,1,717985,717985,,,,,,
MORTON A,1,470586,470586,,,,,,
BAILEY J,1,237431,237431,,,,,,
JAYHAWK PROD & RFNG,1,457082,457082,,,,,,
PIERCE E J,1,49105,49105,,,,,,
GRYNBERG & ASSOC,1,13618,13618,,,,,,
VIERSON R W & A A,1,453835,453835,,,,,,
MATHEWS OIL COMPANY,1,155589,155589,,,,,,
MCDOWELL & SCHNEIDER,1,467029,467029,,,,,,
ANDERSON & REYNOLDS,1,235193,235193,,,,,,
PRICE GV,1,415903,415903,,,,,,
HENNA L ETAL,1,410137,410137,,,,,,
SHIELDS OIL EXPLORATION,1,115388,115388,,,,,,
UNITED STATES HYDROCARBONS,1,34612,34612,,,,,,
GAULT ROBERT L,1,447007,447007,,,,,,
SLAWSON DRILLING,1,93615,93615,,,,,,
HUGGINS E G,1,412782,412782,,,,,,
LEVI ACKLEY,1,462902,462902,,,,,,
PINO W B,1,414957,414957,,,,,,
JYL LLC,1,246548,246548,,,,,,
HAMILTON & ROACH-BANNER,1,704009,704009,,,,,,
DELHI-TAYLOR CORPORATION,1,76515,76515,,,,,,
ARENA OIL COMPANY,1,42533,42533,,,,,,
MARKLEV LEWIS C,1,192525,192525,,,,,,
TOM-A-HAWK PET & DERBY,1,451985,451985,,,,,,
CARTER & INGERSALL,1,180572,180572,,,,,,
SKRIVANOS ENG INCORPORATED,1,79379,79379,,,,,,
DARRELL WT TRUSTEE,1,253107,253107,,,,,,
SCHWEERS H ETAL,1,425492,425492,,,,,,
TAYLOR REFG-RENAUD CB,1,450622,450622,,,,,,
MUSE & HARS,1,471224,471224,,,,,,
WATSON JACOB A,1,420656,420656,,,,,,
ORBITT OIL COMPANY,1,474018,474018,,,,,,
SHIELDS VALLEY SYND,1,426776,426776,,,,,,
WINEMILLER H J,1,422868,422868,,,,,,
SHEEDY & ROBERTS,1,202106,202106,,,,,,
RIDGE & MILLER,1,418064,418064,,,,,,
KOUTSKY JULIA A,1,165121,165121,,,,,,
COLEMAN J C,1,80633,80633,,,,,,
STRONG ALAN T,1,87367,87367,,,,,,
BELNAP DORIS,1,140385,140385,,,,,,
FLYNN OIL HUBBELL & WEBB,1,277370,277370,,,,,,
CARLIN & ROBERTS,1,247083,247083,,,,,,
HUGHES ROY,1,412857,412857,,,,,,
CAPPS R OIL CORPORATION,1,195026,195026,,,,,,
HOUTMAN DANIEL J,1,46086,46086,,,,,,
JONES GEORGE,1,155486,155486,,,,,,
BECKHAM MARION C,1,42952,42952,,,,,,
EMERICK J L,1,274048,274048,,,,,,
LIPAN-MCCALESTER,1,463423,463423,,,,,,
WEATHERFORD E,1,35660,35660,,,,,,
DRAPER GOODALE & COMPANY & GORE DRLG CO,1,81124,81124,,,,,,
MURCHISON C W,1,718276,718276,,,,,,
RUMSEY PERL,1,419532,419532,,,,,,
CHARD E E & HARVEY L H,1,248227,248227,,,,,,
SHAFFER H S,1,426196,426196,,,,,,
DUNCAN PETER,1,101598,101598,,,,,,
ZINN PETROLEUM & COLORADO OIL & GAS,1,245269,245269,,,,,,
P K M PETROLEUM,1,198945,198945,,,,,,
TALBOT BERT,1,450308,450308,,,,,,
MAC DRLG CO & JOHN MAYO,1,464759,464759,,,,,,
LEE FIKES EXPL CO,1,462452,462452,,,,,,
BROWNING W C,1,244092,244092,,,,,,
MAYBERRY JOHN O,1,466156,466156,,,,,,
DE LAY GENE,1,102934,102934,,,,,,
TOOLE A CLARKSON DR,1,452057,452057,,,,,,
BURGER,1,245509,245509,,,,,,
PARSONS,1,201507,201507,,,,,,
SMITH-MOORE-AGATE OIL,1,428310,428310,,,,,,
COWDEN BOYD,1,251586,251586,,,,,,
WADDELL OIL CORPORATION,1,78296,78296,,,,,,
GLASCO-FRYER-HANSON,1,447758,447758,,,,,,
PHILLIPS L C,1,167357,167357,,,,,,
KLEEMANS W H & ANDERSON,1,460165,460165,,,,,,
HURT HARRY & TEXLAN OIL,1,717587,717587,,,,,,
PARSONS C,1,201512,201512,,,,,,
CARL WM E&UNION TEXAS,1,709568,709568,,,,,,
FEARIS VALDEMAR T,1,276558,276558,,,,,,
RONHAM ETAL J C,1,418932,418932,,,,,,
FLORIDA TEXAS OIL,1,181680,181680,,,,,,
BUCKLEY J T,1,244800,244800,,,,,,
LORADO OIL & GAS,1,463900,463900,,,,,,
BRILL V A & PRONTO DRILLING,1,243612,243612,,,,,,
SENTRY `75 INCORPORATED,1,222125,222125,,,,,,
WHL OIL CORPORATION,1,131397,131397,,,,,,
PATTON F W,1,201672,201672,,,,,,
HAWN EST R H,1,409293,409293,,,,,,
PITTSBURGH TEXAS OIL & GAS CO,1,246465,246465,,,,,,
NATIONAL MINERAL,1,176515,176515,,,,,,
DEWEIR OIL,1,266816,266816,,,,,,
TIGER MOUNTAIN O&G,1,451755,451755,,,,,,
STARR-FORT BEND OIL CO,1,707902,707902,,,,,,
BUTLER W C,1,203489,203489,,,,,,
BROSECO & MECOM,1,203350,203350,,,,,,
PETROLEUM VENTURE CAPITOL CORPORATION,1,26250,26250,,,,,,
SAGE NICHOLAS,1,144462,144462,,,,,,
KELLY BAKER ETAL,1,458877,458877,,,,,,
SHEPHER & CONAWAY,1,110684,110684,,,,,,
HANSEN,1,156351,156351,,,,,,
POOL-OQUINN,1,415385,415385,,,,,,
DEMPSTER C B & I S,1,265737,265737,,,,,,
LOW ETAL,1,464066,464066,,,,,,
MAYO & HUMMEL,1,466229,466229,,,,,,
BP OPERATING INCORPORATED,1,2120,2120,,,,,,
CARTER EBBY,1,247851,247851,,,,,,
RAZEN BROS,1,417057,417057,,,,,,
JBU DEV,1,109030,109030,,,,,,
PRESTIDGE SHERYL,1,221679,221679,,,,,,
PRESIDENTIAL PET,1,116320,116320,,,,,,
DRUMMOND FRED F,1,714278,714278,,,,,,
GOSECASE W B & CO,1,448323,448323,,,,,,
BROOK W E,1,244072,244072,,,,,,
JONES & HOARD,1,457842,457842,,,,,,
STEVENS & CORBETT,1,430111,430111,,,,,,
STOFFREGEN & RUSH ET AL,1,430442,430442,,,,,,
O SEWELL,1,249809,249809,,,,,,
MEJLAENDER & PRIOR INCORPORATED,1,138140,138140,,,,,,
DAVIS OIL COMPANY-COX,1,8643,8643,,,,,,
PEK PETROLEUM,1,413751,413751,,,,,,
SHELPF J B,1,426591,426591,,,,,,
MCCOY S A,1,466798,466798,,,,,,
HORNSBY-JONES,1,412189,412189,,,,,,
CARTER E L,1,186643,186643,,,,,,
HAGY ETAL,1,407358,407358,,,,,,
RATLIFF J PAUL JR,1,85800,85800,,,,,,
GREEN S A,1,448953,448953,,,,,,
EVERGREEN DRILLING LLC,1,256227,256227,,,,,,
MCNALLEY,1,467766,467766,,,,,,
CHATZINOFF BLAIR,1,106043,106043,,,,,,
BRUSH HAYES,1,244355,244355,,,,,,
HOWETH & SWIGIS,1,412495,412495,,,,,,
MILLER K H,1,22779,22779,,,,,,
CHRISMAN CURTIS L,1,226579,226579,,,,,,
PRICE-SELBY ETAL,1,415933,415933,,,,,,
SALLEE C R,1,168199,168199,,,,,,
HYDROCARBON EXPLORATION INCORPORATED,1,16175,16175,,,,,,
MID-WEST CHEMICAL,1,468768,468768,,,,,,
CHAMBERLAIN W H & BEARD,1,247639,247639,,,,,,
APPLEGATE & MILLER DRILLING,1,219010,219010,,,,,,
GOAD EARL,1,45346,45346,,,,,,
ARMSTRONG JOHN & LIVLY EX,1,236063,236063,,,,,,
A V G EXPLORATION INCORPORATED,1,262,262,,,,,,
ROBB E A,1,76829,76829,,,,,,
MCHUTT & DAVIS MORRIS,1,467310,467310,,,,,,
UNION NATL BANK,1,51427,51427,,,,,,
WINONA-EMPIRE,1,422958,422958,,,,,,
BENEDICT FINCH,1,239937,239937,,,,,,
M & P M ASSOC,1,464667,464667,,,,,,
GARTNER & TROTT,1,446926,446926,,,,,,
CRABTREE F W & SIMMONS,1,251602,251602,,,,,,
SCOTT F M & WHITE H F,1,168376,168376,,,,,,
LARAMIE RED DESERT,1,461676,461676,,,,,,
MARKS E R,1,465471,465471,,,,,,
MUTUAL OIL COMPANY,1,23690,23690,,,,,,
SPENCER M-H&J DRL ETAL,1,428969,428969,,,,,,
ABBOTT F R,1,156851,156851,,,,,,
WEST COAST OIL COMPANY,1,35875,35875,,,,,,
WABASH DRILLING,1,218522,218522,,,,,,
WHITE & JEFFERY,1,421728,421728,,,,,,
CITY OF MANOR,1,248906,248906,,,,,,
NEW HOPE OIL,1,472215,472215,,,,,,
ANDERSON & CREVOLIN,1,171532,171532,,,,,,
RED DRILLING,1,27934,27934,,,,,,
BUSBY & GOULD,1,110000,110000,,,,,,
ARGENT EXPLORATION INCORPORATED,1,130136,130136,,,,,,
STRATTON G JR,1,145017,145017,,,,,,
NEWKIRK & DOMINY,1,472310,472310,,,,,,
MAYO-SMITH & MCDONNALD,1,466238,466238,,,,,,
FOX BRUCE W & NEMOURS CORPORATION,1,57160,57160,,,,,,
OWNEE OIL,1,474380,474380,,,,,,
BACON DRILLING,1,146200,146200,,,,,,
GIBBS CHARLES E JR,1,132384,132384,,,,,,
TEMPLE JAMES H,1,450771,450771,,,,,,
OLVEY MUCHER & SAMPLE,1,84863,84863,,,,,,
JONES R J JR,1,17789,17789,,,,,,
HUMPHREYS B H,1,413039,413039,,,,,,
MCMANN-GARRETT,1,467645,467645,,,,,,
WILKERSON L A,1,422312,422312,,,,,,
HARRINGTON WM E & CLYANDIA,1,45703,45703,,,,,,
MANGASLAG INC,1,269357,269357,,,,,,
PROD DRLG-MCFARLIN ETAL,1,416038,416038,,,,,,
BENNETT JOHN,1,239989,239989,,,,,,
JCJ OIL COMPANY,1,55562,55562,,,,,,
BUCHOLZ,1,244703,244703,,,,,,
TARIO OIL & GAS,1,450430,450430,,,,,,
HAMMON COX NELSON PETROLEUM,1,163236,163236,,,,,,
ANTEX PRODUCTION,1,235347,235347,,,,,,
GAS AMERICA,1,100754,100754,,,,,,
MACK COX H,1,464811,464811,,,,,,
AUSTIN L I,1,236950,236950,,,,,,
CUMMING & HEWITT,1,160473,160473,,,,,,
TEET & HALL,1,450728,450728,,,,,,
KRUEGER MAX,1,460716,460716,,,,,,
SUMATRA OIL-MCPETERSON,1,708167,708167,,,,,,
ECLIPSE ENERGY INCORPORATED,1,154117,154117,,,,,,
FOSTER L & WILLIAMS J,1,276954,276954,,,,,,
WINN,1,422924,422924,,,,,,
STEVENSON JEFF,1,180027,180027,,,,,,
ROBERTSON ROLL,1,418550,418550,,,,,,
MCCABE TURNER SUTTON,1,466440,466440,,,,,,
JONAS CONSULTANTS,1,17683,17683,,,,,,
PREFERRED PET,1,114428,114428,,,,,,
ARDIZONE,1,199612,199612,,,,,,
MOORE & LOWERY,1,470015,470015,,,,,,
KAHLENBERG OIL & GAS LLC,1,235063,235063,,,,,,
WEAVER W CARLTON & BELL WESTERN,1,35680,35680,,,,,,
BLACK GOLD MINE CORPORATION,1,241429,241429,,,,,,
DODD J J,1,9357,9357,,,,,,
PRESLEY OIL ASSOCIATES,1,143997,143997,,,,,,
STASNEY-JONES,1,708109,708109,,,,,,
MULTEUHISER-ROSE,1,470947,470947,,,,,,
KELLER & INGRAHAM,1,458824,458824,,,,,,
GROSSMAN & LOCKE,1,449370,449370,,,,,,
WHAM LYLE,1,36054,36054,,,,,,
HEDRICK-HOWELL,1,45838,45838,,,,,,
GARRETT J LYNN,1,446872,446872,,,,,,
SOUTHERN PROD & REFINING,1,175012,175012,,,,,,
ENDICOTT OIL & GAS CORPORATION INC,1,10543,10543,,,,,,
PERMIAN DRLG-MOSS PAUL,1,414053,414053,,,,,,
GRUBER-SARTAIN,1,449430,449430,,,,,,
PARAMORE H F,1,413483,413483,,,,,,
WHISONHUNT OIL & GAS,1,111515,111515,,,,,,
CLINGINGSMITH JOHN F,1,249273,249273,,,,,,
FOREST OIL-MOSS PAUL,1,717074,717074,,,,,,
KELLAR J U,1,458819,458819,,,,,,
HILLER L L,1,410983,410983,,,,,,
EASTLAND DRILLING CO & WHITE EAGLE OIL,1,212468,212468,,,,,,
NADAR & LOCKE,1,471456,471456,,,,,,
HARLOW-BEASON,1,45676,45676,,,,,,
GENERAL MACHINE,1,45242,45242,,,,,,
HARKINS & COMPANY -MUSSELMAN G A,1,82143,82143,,,,,,
HOLE W D,1,411609,411609,,,,,,
HAMILL CLAUD & MUSSELMN,1,704003,704003,,,,,,
COCKERON G S,1,249688,249688,,,,,,
GREAT TEXAS ENERGY INCORPORATED,1,56670,56670,,,,,,
D & K RESOURCES,1,259481,259481,,,,,,
